Blend ID(BDID),Characteristics of material,Material type,Mixing / Blending method,Molecular weight,Morphology,Name,Non-solvent,Polymer type,Polymerization information,Processing information,Remarks,Sample ID,Sequence info,Solvent,Branch/crosslink info,Glass transition temp.,comp_01_CU Chemical Strucutre,comp_01_CU formula,comp_01_Composition[%],comp_01_Composition[TLC-FID Area],comp_01_Composition[],comp_01_Composition[mol ratio of monomer repeating units],comp_01_Composition[mol ratio],comp_01_Composition[mol%],comp_01_Composition[part],comp_01_Composition[phr],comp_01_Composition[ratio],comp_01_Composition[unknown],comp_01_Composition[vol ratio],comp_01_Composition[vol%],comp_01_Composition[wt ratio],comp_01_Composition[wt%],comp_01_Formula weight(FW),comp_01_PID of Component,comp_01_Sample ID,comp_02_CU Chemical Strucutre,comp_02_CU formula,comp_02_Composition[%],comp_02_Composition[TLC-FID Area],comp_02_Composition[],comp_02_Composition[mol ratio of monomer repeating units],comp_02_Composition[mol ratio],comp_02_Composition[mol%],comp_02_Composition[part],comp_02_Composition[phr],comp_02_Composition[ratio],comp_02_Composition[unknown],comp_02_Composition[vol ratio],comp_02_Composition[vol%],comp_02_Composition[wt ratio],comp_02_Composition[wt%],comp_02_Formula weight(FW),comp_02_PID of Component,comp_02_Sample ID,comp_03_CU Chemical Strucutre,comp_03_CU formula,comp_03_Composition[%],comp_03_Composition[TLC-FID Area],comp_03_Composition[],comp_03_Composition[mol ratio of monomer repeating units],comp_03_Composition[mol ratio],comp_03_Composition[mol%],comp_03_Composition[part],comp_03_Composition[phr],comp_03_Composition[ratio],comp_03_Composition[unknown],comp_03_Composition[vol ratio],comp_03_Composition[vol%],comp_03_Composition[wt ratio],comp_03_Composition[wt%],comp_03_Formula weight(FW),comp_03_PID of Component,comp_03_Sample ID,comp_04_CU Chemical Strucutre,comp_04_CU formula,comp_04_Composition[%],comp_04_Composition[TLC-FID Area],comp_04_Composition[],comp_04_Composition[mol ratio of monomer repeating units],comp_04_Composition[mol ratio],comp_04_Composition[mol%],comp_04_Composition[part],comp_04_Composition[phr],comp_04_Composition[ratio],comp_04_Composition[unknown],comp_04_Composition[vol ratio],comp_04_Composition[vol%],comp_04_Composition[wt ratio],comp_04_Composition[wt%],comp_04_Formula weight(FW),comp_04_PID of Component,comp_04_Sample ID,Reference
BD001199,,Neat resin,THF soln. blending,,,"poly[styren-co-(2-vinylpyridine)]//poly[(p-hydroxystyrene)-co-(2,3-dimethyl-1,3-butadiene)]",,Blend,,,,26209-6-2-1,,['THF'],,"['Glass transition temp. 54 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min']",,C8H8 / C7H7N,,,,,,,,,,,,,,50,104.15 / 105.14,P900456,26209-4-1-1,,C8H8O / C6H10,,,,,,,,,,,,,,50,120.15 / 82.14,P903792,26209-5-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motzer, Heidi R.; Painter, Paul C.; Coleman, Michael M. , Macromolecules , 34 , 23 , 8388-8389 (2001)"
BD001199,,Neat resin,THF soln. blending,,,"poly[styren-co-(2-vinylpyridine)]//poly[(p-hydroxystyrene)-co-(2,3-dimethyl-1,3-butadiene)]",,Blend,,,,26209-6-3-1,,['THF'],,"['Glass transition temp. 39 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min']",,C8H8 / C7H7N,,,,,,,,,,,,,,20,104.15 / 105.14,P900456,26209-4-1-1,,C8H8O / C6H10,,,,,,,,,,,,,,80,120.15 / 82.14,P903792,26209-5-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motzer, Heidi R.; Painter, Paul C.; Coleman, Michael M. , Macromolecules , 34 , 23 , 8388-8389 (2001)"
BD001200,,Neat resin,Copolymer 1 and 2a dissolved in THF with dibutyl tin laurate and stirred at RT for 30min,,,poly[styrene-co-(acrylic acid)]//poly{(butyl methacrylate)-co-[3-(trimethoxysilyl)propyl methacrylate]},,Blend,,"Solvent casting: Cast on a substrate,evapd. in air,then film placed for 7days in a sealed box under 93%RH and dried at 60C for at least 7days
Shape of Test Piece: Film",,22974-3-1-1,,,Si-O-CO links,"['Glass transition temp. ca 100 [C]', 'Method: DMA', 'Condition: Heating rate;5C increment&Frequency;2Hz', 'Remarks: Tg of copoly(S/AA) phase,Taken from the Fig.1']",,C8H14O2 / C10H20O5Si,,,,,,,,,,,,,,50,142.2 / 248.35,P903776,22974-1-1-1,,C8H8 / C3H4O2,,,,,,,,,,,,,,50,104.15 / 72.06,P900459,22974-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gan, Daoji; Lu, Shiqiang; Wang, Zhijian , Journal of Macromolecular Science, Pure and Applied Chemistry , A38 , 7 , 699-709 (2001)"
BD001200,,Neat resin,Copolymer 1 and 2b dissolved in THF with dibutyl tin laurate and stirred at RT for 30min,,,poly[styrene-co-(acrylic acid)]//poly{(butyl methacrylate)-co-[3-(trimethoxysilyl)propyl methacrylate]},,Blend,,"Solvent casting: Cast on a substrate,evapd. in air,then film placed for 7days in a sealed box under 93%RH and dried at 60C for at least 7days
Shape of Test Piece: Film",,22974-4-1-1,,,Si-O-CO links,"['Glass transition temp. ca 90 [C]', 'Method: DMA', 'Condition: Heating rate;5C increment&Frequency;2Hz', 'Remarks: Tg of copoly(S/AA) phase,Taken from the Fig.1']",,C8H14O2 / C10H20O5Si,,,,,,,,,,,,,,50,142.2 / 248.35,P903776,22974-1-1-1,,C8H8 / C3H4O2,,,,,,,,,,,,,,50,104.15 / 72.06,P900459,22974-2-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gan, Daoji; Lu, Shiqiang; Wang, Zhijian , Journal of Macromolecular Science, Pure and Applied Chemistry , A38 , 7 , 699-709 (2001)"
BD001200,,Neat resin,Copolymer 1 and 2c dissolved in THF with dibutyl tin laurate and stirred at RT for 30min,,,poly[styrene-co-(acrylic acid)]//poly{(butyl methacrylate)-co-[3-(trimethoxysilyl)propyl methacrylate]},,Blend,,"Solvent casting: Cast on a substrate,evapd. in air,then film placed for 7days in a sealed box under 93%RH and dried at 60C for at least 7days
Shape of Test Piece: Film",,22974-5-1-1,,,Si-O-CO links,"['Glass transition temp. ca 80 [C]', 'Method: DMA', 'Condition: Heating rate;5C increment&Frequency;2Hz', 'Remarks: Tg of copoly(S/AA) phase,Taken from the Fig.1']",,C8H14O2 / C10H20O5Si,,,,,,,,,,,,,,50,142.2 / 248.35,P903776,22974-1-1-1,,C8H8 / C3H4O2,,,,,,,,,,,,,,50,104.15 / 72.06,P900459,22974-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gan, Daoji; Lu, Shiqiang; Wang, Zhijian , Journal of Macromolecular Science, Pure and Applied Chemistry , A38 , 7 , 699-709 (2001)"
BD001200,,Neat resin,Copolymer 1 and 2d dissolved in THF with dibutyl tin laurate and stirred at RT for 30min,,,poly[styrene-co-(acrylic acid)]//poly{(butyl methacrylate)-co-[3-(trimethoxysilyl)propyl methacrylate]},,Blend,,"Solvent casting: Cast on a substrate,evapd. in air,then film placed for 7days in a sealed box under 93%RH and dried at 60C for at least 7days
Shape of Test Piece: Film",,22974-6-1-1,,,Si-O-CO links,"['Glass transition temp. 40 ... 80 [C]', 'Method: DMA', 'Condition: Heating rate;5C increment&Frequency;2Hz', 'Remarks: Broad single Tg,Taken from the Fig.1']",,C8H14O2 / C10H20O5Si,,,,,,,,,,,,,,50,142.2 / 248.35,P903776,22974-1-1-1,,C8H8 / C3H4O2,,,,,,,,,,,,,,50,104.15 / 72.06,P900459,22974-2-4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gan, Daoji; Lu, Shiqiang; Wang, Zhijian , Journal of Macromolecular Science, Pure and Applied Chemistry , A38 , 7 , 699-709 (2001)"
BD001203,"Thermoplastic,Reactive",Neat resin,"SMAH, E-MA-GMA and ZnAc(2H2O) dry blended, then mixed in corotating twin screw extruder at 210C, 150rpm",,,poly[(maleic anhydride)-co-styrene]//poly[ethene-co-(methyl acrylate)-co-(glycidyl methacrylate)],,Blend,,,,25007-3-1-1,,,,"['Glass transition temp. 116.08 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min']",,C4H2O3 / C8H8,,,,,,,,,,,,,94,,98.06 / 104.15,P900480,25007.01,,CH2 / C4H6O2 / C7H10O3,,,,,,,,,,,,,5,,14.03 / 86.09 / 142.15,P903332,25007.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayram, Goknur; Yilmazer, Ulku , Materials Research Society Symposium Proceedings , 702 , 345-350 (2002)"
BD001203,"Thermoplastic,Reactive",Neat resin,"SMAH, E-MA-GMA and ZnAc(2H2O) dry blended, then mixed in corotating twin screw extruder at 210C, 150rpm",,,poly[(maleic anhydride)-co-styrene]//poly[ethene-co-(methyl acrylate)-co-(glycidyl methacrylate)],,Blend,,,,25007-3-2-1,,,,"['Glass transition temp. 118.89 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min']",,C4H2O3 / C8H8,,,,,,,,,,,,,74,,98.06 / 104.15,P900480,25007.01,,CH2 / C4H6O2 / C7H10O3,,,,,,,,,,,,,25,,14.03 / 86.09 / 142.15,P903332,25007.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayram, Goknur; Yilmazer, Ulku , Materials Research Society Symposium Proceedings , 702 , 345-350 (2002)"
BD001203,"Thermoplastic,Reactive",Neat resin,"SMAH, E-MA-GMA and ZnAc(2H2O) dry blended, then mixed in corotating twin screw extruder at 210C, 150rpm",,,poly[(maleic anhydride)-co-styrene]//poly[ethene-co-(methyl acrylate)-co-(glycidyl methacrylate)],,Blend,,,,25007-3-3-1,,,,"['Glass transition temp. 119.78 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min']",,C4H2O3 / C8H8,,,,,,,,,,,,,49,,98.06 / 104.15,P900480,25007.01,,CH2 / C4H6O2 / C7H10O3,,,,,,,,,,,,,50,,14.03 / 86.09 / 142.15,P903332,25007.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayram, Goknur; Yilmazer, Ulku , Materials Research Society Symposium Proceedings , 702 , 345-350 (2002)"
BD001204,,Neat resin,"Solution blending, THF & DMF",,,poly[styren-co-(4-sulfostyrene)]//poly[(4-vinylpyridine)-co-(benzyl methacrylate)],,Blend,,,,00413-9-1-1,,,,"['Glass transition temp. 88.5 [C]', 'Method: DSC']",,C8H8 / C8H8O3S,,,,,,,,,,,,,1,,104.15 / 184.21,P900492,00413-7-1-1,,C7H7N / C11H12O2,,,,,,,,,,,,,1,,105.14 / 176.21,P900540,00413-8-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sankarapandian, M.; Kishore, K. , Journal of Applied Polymer Science , 61 , 3 , 507-511 (1996)"
BD001204,,Neat resin,"Solution blending, THF & DMF",,,poly[styren-co-(4-sulfostyrene)]//poly[(4-vinylpyridine)-co-(benzyl methacrylate)],,Blend,,,,00413-12-1-1,,,,"['Glass transition temp. 95.8 [C]', 'Method: DSC']",,C8H8 / C8H8O3S,,,,,,,,,,,,,1,,104.15 / 184.21,P900492,00413-10-1-1,,C7H7N / C11H12O2,,,,,,,,,,,,,1,,105.14 / 176.21,P900540,00413-11-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sankarapandian, M.; Kishore, K. , Journal of Applied Polymer Science , 61 , 3 , 507-511 (1996)"
BD001204,,Neat resin,"Solution blending, THF & DMF",,,poly[styren-co-(4-sulfostyrene)]//poly[(4-vinylpyridine)-co-(benzyl methacrylate)],,Blend,,,,00413-15-1-1,,,,"['Glass transition temp. 102.0 [C]', 'Method: DSC']",,C8H8 / C8H8O3S,,,,,,,,,,,,,1,,104.15 / 184.21,P900492,00413-13-1-1,,C7H7N / C11H12O2,,,,,,,,,,,,,1,,105.14 / 176.21,P900540,00413-14-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sankarapandian, M.; Kishore, K. , Journal of Applied Polymer Science , 61 , 3 , 507-511 (1996)"
BD001206,linear&crosslinked,Neat resin,"2%(w/v) PEA-VP THF soln. added to 2%(w/v) PS-SSA THF soln.,stirred for ca.1h,solvent decanted,gel isolated in water,dried at RT for 24h,then at 60C under vacuum for 3days",,,poly[styren-co-(4-sulfostyrene)]//poly[(4-vinylpyridine)-co-(ethyl acrylate)],,Blend,,"Compression: 30C above Tg under 10000psi for 20min,cooled to RT for 2h
Shape of Test Piece: Sheet
Remarks: 10*35*2mm",,21060-4-1-1,,,,"['Glass transition temp. 92 [C]', 'Method: DMA', 'Condition: Heating rate;1C/min&Frequency;1Hz&N2 atm.', 'Remarks: Loss tangent max.']",,C8H8 / C8H8O3S,,,,,,50,,,,,,,,,104.15 / 184.21,P900492,21060-2-1-1,,C7H7N / C5H8O2,,,,,,50,,,,,,,,,105.14 / 100.12,P902172,21060-3-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bazuin, Geraldine; Fan, Xiao-Dong , Macromolecules , 31 , 4 , 1321-1328 (1998)"
BD001206,linear&crosslinked,Neat resin,"2%(w/v) PEA-VP THF soln. added to 2%(w/v) PS-SSA THF soln.,stirred for ca.1h,solvent decanted,gel isolated in water,dried at RT for 24h,then at 60C under vacuum for 3days",,,poly[styren-co-(4-sulfostyrene)]//poly[(4-vinylpyridine)-co-(ethyl acrylate)],,Blend,,"Compression: 30C above Tg under 10000psi for 20min,cooled to RT for 2h
Shape of Test Piece: Sheet
Remarks: 10*35*2mm",,21060-7-1-1,,,,"['Glass transition temp. 84 [C]', 'Method: DMA', 'Condition: Heating rate;1C/min&Frequency;1Hz&N2 atm.', 'Remarks: Loss tangent max.']",,C8H8 / C8H8O3S,,,,,,50,,,,,,,,,104.15 / 184.21,P900492,21060-5-1-1,,C7H7N / C5H8O2,,,,,,50,,,,,,,,,105.14 / 100.12,P902172,21060-6-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bazuin, Geraldine; Fan, Xiao-Dong , Macromolecules , 31 , 4 , 1321-1328 (1998)"
BD001206,linear&crosslinked,Neat resin,"2%(w/v) PEA-VP THF soln. added to 2%(w/v) PS-SSA THF soln.,stirred for ca.1h,solvent decanted,gel isolated in water,dried at RT for 24h,then at 60C under vacuum for 3days",,,poly[styren-co-(4-sulfostyrene)]//poly[(4-vinylpyridine)-co-(ethyl acrylate)],,Blend,,"Compression: 30C above Tg under 10000psi for 20min,cooled to RT for 2h
Shape of Test Piece: Sheet
Remarks: 10*35*2mm",,21060-10-1-1,,,,"['Glass transition temp. 107 [C]', 'Method: DMA', 'Condition: Heating rate;1C/min&Frequency;1Hz&N2 atm.', 'Remarks: Loss tangent max.']",,C8H8 / C8H8O3S,,,,,,50,,,,,,,,,104.15 / 184.21,P900492,21060-8-1-1,,C7H7N / C5H8O2,,,,,,50,,,,,,,,,105.14 / 100.12,P902172,21060-9-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bazuin, Geraldine; Fan, Xiao-Dong , Macromolecules , 31 , 4 , 1321-1328 (1998)"
BD001206,linear&crosslinked,Neat resin,"2%(w/v) PEA-VP THF soln. added to 2%(w/v) PS-SSA THF soln.,stirred for ca.1h,solvent decanted,gel isolated in water,dried at RT for 24h,then at 60C under vacuum for 3days",,,poly[styren-co-(4-sulfostyrene)]//poly[(4-vinylpyridine)-co-(ethyl acrylate)],,Blend,,"Compression: 30C above Tg under 10000psi for 20min,cooled to RT for 2h
Shape of Test Piece: Sheet
Remarks: 10*35*2mm",,21060-13-1-1,,,,"['Glass transition temp. 105 [C]', 'Method: DMA', 'Condition: Heating rate;1C/min&Frequency;1Hz&N2 atm.', 'Remarks: Loss tangent max.']",,C8H8 / C8H8O3S,,,,,,50,,,,,,,,,104.15 / 184.21,P900492,21060-11-1-1,,C7H7N / C5H8O2,,,,,,50,,,,,,,,,105.14 / 100.12,P902172,21060-12-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bazuin, Geraldine; Fan, Xiao-Dong , Macromolecules , 31 , 4 , 1321-1328 (1998)"
BD001209,,Neat resin,"Dissolved in DMF at RT, stirred 24h, poured into water",,,"poly[(methyl methacrylate)-co-(2,2,2-trifluoroethyl methacrylate)]//poly[(vinylidene fluoride)-co-trifluoroethene]",,Blend,,,,20375-18-1-1,,,,"['Glass transition temp. 354.4 [K]', 'Method: DSC', 'Condition: Heating rate; 20K/min']",,C5H8O2 / C6H7F3O2,,,,,,,,,,,,,8,,100.12 / 168.11,P900694,20375-16-1-1,,C2H2F2 / C2HF3,,,,,,,,,,,,,2,,64.03 / 82.02,P900762,20375-17-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jouannet, Denis; Pham, Thi-Nhan; Pimbert, Sylvie; Levesque, Guy , Polymer , 38 , 20 , 5137-5147 (1997)"
BD001209,,Neat resin,,,,"poly[(methyl methacrylate)-co-(2,2,2-trifluoroethyl methacrylate)]//poly[(vinylidene fluoride)-co-trifluoroethene]",,Blend,,,,20375-18-2-1,,,,"['Glass transition temp. 325.7 [K]', 'Method: DSC', 'Condition: Heating rate; 20K/min']",,C5H8O2 / C6H7F3O2,,,,,,,,,,,,,5,,100.12 / 168.11,P900694,20375-16-1-1,,C2H2F2 / C2HF3,,,,,,,,,,,,,5,,64.03 / 82.02,P900762,20375-17-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jouannet, Denis; Pham, Thi-Nhan; Pimbert, Sylvie; Levesque, Guy , Polymer , 38 , 20 , 5137-5147 (1997)"
BD001210,,Neat resin,,,,"poly[(methyl methacrylate)-co-(2,2,2-trifluoroethyl methacrylate)]//poly[(1,1-difluoroethene)-co-(1,1,2,3,3,3-hexafluoroprop-1-ene)]",,Blend,,,,20375-15-1-1,,,,"['Glass transition temp. 350.4 [K]', 'Method: DSC', 'Condition: Heating rate; 20K/min']",,C5H8O2 / C6H7F3O2,,,,,,,,,,,,,8,,100.12 / 168.11,P900694,20375-13-1-1,,C2H2F2 / C3F6,,,,,,,,,,,,,2,,64.03 / 150.02,P900764,20375-14-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jouannet, Denis; Pham, Thi-Nhan; Pimbert, Sylvie; Levesque, Guy , Polymer , 38 , 20 , 5137-5147 (1997)"
BD001210,,Neat resin,,,,"poly[(methyl methacrylate)-co-(2,2,2-trifluoroethyl methacrylate)]//poly[(1,1-difluoroethene)-co-(1,1,2,3,3,3-hexafluoroprop-1-ene)]",,Blend,,,,20375-15-2-1,,,,"['Glass transition temp. 315.0 [K]', 'Method: DSC', 'Condition: Heating rate; 20K/min']",,C5H8O2 / C6H7F3O2,,,,,,,,,,,,,5,,100.12 / 168.11,P900694,20375-13-1-1,,C2H2F2 / C3F6,,,,,,,,,,,,,5,,64.03 / 150.02,P900764,20375-14-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jouannet, Denis; Pham, Thi-Nhan; Pimbert, Sylvie; Levesque, Guy , Polymer , 38 , 20 , 5137-5147 (1997)"
BD001210,,Neat resin,"Dissolved in DMF at RT, stirred 24h, poured into water",,,"poly[(methyl methacrylate)-co-(2,2,2-trifluoroethyl methacrylate)]//poly[(1,1-difluoroethene)-co-(1,1,2,3,3,3-hexafluoroprop-1-ene)]",,Blend,,,,20375-15-3-1,,,,"['Glass transition temp. 283.4 [K]', 'Method: DSC', 'Condition: Heating rate; 20K/min']",,C5H8O2 / C6H7F3O2,,,,,,,,,,,,,3,,100.12 / 168.11,P900694,20375-13-1-1,,C2H2F2 / C3F6,,,,,,,,,,,,,7,,64.03 / 150.02,P900764,20375-14-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jouannet, Denis; Pham, Thi-Nhan; Pimbert, Sylvie; Levesque, Guy , Polymer , 38 , 20 , 5137-5147 (1997)"
BD001213,IPN,Neat resin,Polymn. blending,,,"poly[(1,1-difluoroethene)-co-(1,1,2,3,3,3-hexafluoroprop-1-ene)]//poly{(acrylic acid)-co-(butyl acrylate)-co-(methyl methacrylate)-co-[N-(hydroxymethyl)acrylamide]}",,Blend,"Type: addition
Style: emulsion polymn.
Solvent: H2O
Initiator: (NH4)2S2O8
Additives: modified PVDF, com. latex and surfactant[OP-10 and MS-1(Rays Co.),FSO(Dupont Co.)]
Condition: Stirred at 75C*1.5h and 85C*1h under N2
Post-treatment: Cooled to 45C,then neutralized with aq. NH3
Polymn. remarks: Particle size of PA and modified PVDF;ca 200nm(TEM)","Solvent casting: Cast from latex
Shape of Test Piece: Film
Remarks: Excellently transparent",LIPN(latex interpenetrating network),26258-3-1-1,,,,"['Glass transition temp. 6.3 [C]', 'Method: DMA', 'Condition: Heating rate;6C/min&Frequency;1.0Hz']",,C2H2F2 / C3F6,,,,,,,,,,,,,,30,64.03 / 150.02,P900764,26258-1-1-1,,C3H4O2 / C4H7NO2 / C5H8O2 / C7H12O2,,,,,,,,,,,,,,70,72.06 / 101.1 / 100.12 / 128.17,P903910,26258-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Su; Yan, Weicai; Chen, Li , Polymer Preprints (American Chemical Society, Division of Polymer Chemistry) , 44 , 2 , 712-713 (2003)"
BD001213,IPN,Neat resin,Polymn. blending,,,"poly[(1,1-difluoroethene)-co-(1,1,2,3,3,3-hexafluoroprop-1-ene)]//poly{(acrylic acid)-co-(butyl acrylate)-co-(methyl methacrylate)-co-[N-(hydroxymethyl)acrylamide]}",,Blend,"Type: addition
Style: emulsion polymn.
Solvent: H2O
Initiator: (NH4)2S2O8
Additives: modified PVDF, com. latex and surfactant[OP-10 and MS-1(Rays Co.),FSO(Dupont Co.)]
Condition: Stirred at 75C*1.5h and 85C*1h under N2
Post-treatment: Cooled to 45C,then neutralized with aq. NH3
Polymn. remarks: Particle size of PA and modified PVDF;ca 200nm(TEM)","Solvent casting: Cast from latex
Shape of Test Piece: Film
Remarks: Excellently transparent",LIPN(latex interpenetrating network),26258-3-2-1,,,,"['Glass transition temp. -0.22 [C]', 'Method: DMA', 'Condition: Heating rate;6C/min&Frequency;1.0Hz']",,C2H2F2 / C3F6,,,,,,,,,,,,,,20,64.03 / 150.02,P900764,26258-1-1-1,,C3H4O2 / C4H7NO2 / C5H8O2 / C7H12O2,,,,,,,,,,,,,,80,72.06 / 101.1 / 100.12 / 128.17,P903910,26258-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Su; Yan, Weicai; Chen, Li , Polymer Preprints (American Chemical Society, Division of Polymer Chemistry) , 44 , 2 , 712-713 (2003)"
BD001213,IPN,Neat resin,Polymn. blending,,,"poly[(1,1-difluoroethene)-co-(1,1,2,3,3,3-hexafluoroprop-1-ene)]//poly{(acrylic acid)-co-(butyl acrylate)-co-(methyl methacrylate)-co-[N-(hydroxymethyl)acrylamide]}",,Blend,"Type: addition
Style: emulsion polymn.
Solvent: H2O
Initiator: (NH4)2S2O8
Additives: modified PVDF, com. latex and surfactant[OP-10 and MS-1(Rays Co.),FSO(Dupont Co.)]
Condition: Stirred at 75C*1.5h and 85C*1h under N2
Post-treatment: Cooled to 45C,then neutralized with aq. NH3
Polymn. remarks: Particle size of PA and modified PVDF;ca 200nm(TEM)","Solvent casting: Cast from latex
Shape of Test Piece: Film
Remarks: Excellently transparent",LIPN(latex interpenetrating network),26258-3-3-1,,,,"['Glass transition temp. 3.78 [C]', 'Method: DMA', 'Condition: Heating rate;6C/min&Frequency;1.0Hz']",,C2H2F2 / C3F6,,,,,,,,,,,,,,12,64.03 / 150.02,P900764,26258-1-1-1,,C3H4O2 / C4H7NO2 / C5H8O2 / C7H12O2,,,,,,,,,,,,,,88,72.06 / 101.1 / 100.12 / 128.17,P903910,26258-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Su; Yan, Weicai; Chen, Li , Polymer Preprints (American Chemical Society, Division of Polymer Chemistry) , 44 , 2 , 712-713 (2003)"
BD001213,IPN,Neat resin,Polymn. blending,,,"poly[(1,1-difluoroethene)-co-(1,1,2,3,3,3-hexafluoroprop-1-ene)]//poly{(acrylic acid)-co-(butyl acrylate)-co-(methyl methacrylate)-co-[N-(hydroxymethyl)acrylamide]}",,Blend,"Type: addition
Style: emulsion polymn.
Solvent: H2O
Initiator: (NH4)2S2O8
Additives: modified PVDF, com. latex and surfactant[OP-10 and MS-1(Rays Co.),FSO(Dupont Co.)]
Condition: Stirred at 75C*1.5h and 85C*1h under N2
Post-treatment: Cooled to 45C,then neutralized with aq. NH3
Polymn. remarks: Particle size of PA and modified PVDF;ca 200nm(TEM)","Solvent casting: Cast from latex
Shape of Test Piece: Film
Remarks: Excellently transparent",LIPN(latex interpenetrating network),26258-3-4-1,,,,"['Glass transition temp. ca 1.5 [C]', 'Method: DMA', 'Condition: Heating rate;6C/min&Frequency;1.0Hz', 'Remarks: tan(delta) peak,taken from the Fig.4']",,C2H2F2 / C3F6,,,,,,,,,,,,,,4,64.03 / 150.02,P900764,26258-1-1-1,,C3H4O2 / C4H7NO2 / C5H8O2 / C7H12O2,,,,,,,,,,,,,,96,72.06 / 101.1 / 100.12 / 128.17,P903910,26258-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chen, Su; Yan, Weicai; Chen, Li , Polymer Preprints (American Chemical Society, Division of Polymer Chemistry) , 44 , 2 , 712-713 (2003)"
BD001214,"linear,Thermoplastic,Amorphous",Neat resin,PETN3/PETN95 blended,"Mn=31700([Not Reported]), Mw=81600([Not Reported])",,"poly[(ethylene terephthalate)-co-(ethylene 2,6-naphthalenedicarboxylate)]//poly[(ethylene terephthalate)-co-(ethylene 2,6-naphthalenedicarboxylate)]",,Blend,,"Melt casting
Quenching: Quenched directly from the melt into a dry ice bath
Shape of Test Piece: Film
Remarks: t=ca.230micron",(PETN3 and 95) supplied by ICI Polyester,22201-2-1-1,,,,"['Glass transition temp. 90 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min & N2', 'Remarks: Midpoint method']",,C10H8O4 / C14H10O4,,,,,,,,,,,,,,50,192.17 / 242.23,P900964,22201.01-2,,C10H8O4 / C14H10O4,,,,,,,,,,,,,,50,192.17 / 242.23,P900964,22201.01-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McGonigle, Elizabeth-Anne; Daly, John H.; Jenkins, Stephen D.; Liggat, John J.; Pethrick, Richard A. , Macromolecules , 33 , 2 , 480-489 (2000)"
